,cluster,id_vendedor,estado,qtd_pedidos,dias_sem_vender,receita_total,dias_atividade,datas_distintas_de_venda,%_de_atividade,vendas_por_dia_de_atividade,avaliacao_media,qtd_produtos,media_produtos_por_pedido,media_valor_pedido_sem_frete,media_valor_pedido_com_frete,media_valor_frete,prop_pedidos_atrasados,tempo_de_postagem,Label,Score_0,Score_1
1774,1,ce69a8021d18961dd2a40269b7c2c293,PR,19,14,4819.0,147,16,0.11,1.19,5.0,19,1.0,253.63,278.58,24.95,0.11,4,0,0.7833,0.2167
1775,0,"""270297ead4c65a6cd2593960d2af6b21""",SP,17,21,9345.0,517,16,0.03,1.06,3.83,19,1.12,549.71,581.29,31.59,0.0,5,0,0.9299,0.0701
1776,0,"""28ea411b354f14b1a494be4e79f0ce02""",SP,6,216,820.0,337,5,0.01,1.2,4.67,6,1.0,136.67,149.5,12.83,0.17,4,1,0.4829,0.5171
1777,2,bede56095ba33c42038fb85f707b8a42,SP,2,260,3974.0,120,2,0.02,1.0,5.0,2,1.0,1987.0,2092.0,105.0,0.0,1,1,0.2056,0.7944
1778,1,a35124e2d763d7ca3fbe3b97d143200f,SP,4,483,412.0,55,4,0.07,1.0,5.0,7,1.75,103.0,123.0,20.0,0.0,1,1,0.1722,0.8278
1779,0,"""8a32e327fe2c1b3511609d81aaf9f042""",SP,126,192,6103.0,505,99,0.2,1.27,3.92,169,1.34,48.44,66.31,17.87,0.06,4,0,0.9778,0.0222
1780,1,"""218f991754f360af9c2daa5e0b8e990c""",SP,14,14,3556.0,246,13,0.05,1.08,4.0,17,1.21,254.0,272.93,18.93,0.12,1,0,0.6814,0.3186
1781,1,"""282c7480173bb9c01dd41cc739fec010""",SP,5,378,4275.0,15,5,0.33,1.0,5.0,8,1.6,855.0,893.2,38.2,0.12,4,1,0.0461,0.9539
1782,1,"""1fe61aa5494bd3ae92a2c13e067c810f""",SC,1,280,538.0,1,1,1.0,1.0,2.5,2,2.0,538.0,638.0,100.0,0.0,4,1,0.0196,0.9804
1783,0,"""9d5604a1f112324ad6b2aa552122e0fb""",SP,13,14,425.0,280,12,0.04,1.08,4.0,17,1.31,32.69,58.77,26.08,0.0,3,0,0.7119,0.2881
1784,1,"""74c7dec0a384d8a05950e629bd23bde9""",SP,4,337,98.0,88,4,0.05,1.0,5.0,4,1.0,24.5,37.5,13.0,0.0,1,1,0.2991,0.7009
1785,0,"""83e197e95a1bbabc8c75e883ed016c47""",RJ,46,188,6585.0,396,43,0.11,1.07,4.57,54,1.17,143.15,163.93,20.78,0.02,3,0,0.8336,0.1664
1786,0,"""891071be6ba827b591264c90c2ae8a63""",SP,85,9,3764.0,578,63,0.11,1.35,3.63,90,1.06,44.28,58.32,14.04,0.17,1,0,0.9768,0.0232
1787,0,"""1f7fd2a6fcd5a6fa5d8a4dabc72aaae0""",RS,3,119,531.0,398,3,0.01,1.0,5.0,3,1.0,177.0,211.0,34.0,0.0,3,0,0.564,0.436
1788,1,"""296729ffb9b684050dd24836dac4494a""",SP,2,30,114.0,87,2,0.02,1.0,5.0,2,1.0,57.0,75.0,18.0,0.0,4,1,0.4823,0.5177
1789,0,"""12c2ed9cded6138cf0c75f525f565fc7""",SP,4,27,315.0,272,4,0.01,1.0,4.0,4,1.0,78.75,91.5,12.75,0.5,3,0,0.6776,0.3224
1790,1,f3295428338a40977a03f555246a70f4,ES,7,210,645.0,106,6,0.06,1.17,3.8,7,1.0,92.14,109.86,17.71,0.29,3,1,0.4642,0.5358
1791,1,"""7816cd9c5b1238e320545f5bf7eb80e8""",SP,1,102,489.0,1,1,1.0,1.0,4.0,1,1.0,489.0,512.0,23.0,0.0,5,1,0.0202,0.9798
1792,1,"""2305ab43e846518f58dd9d59f3f54e96""",SP,3,77,789.0,56,3,0.05,1.0,5.0,3,1.0,263.0,277.0,14.0,0.0,2,1,0.1969,0.8031
1793,1,"""7994081388d55b9cf976c050653dd359""",SP,1,571,120.0,1,1,1.0,1.0,2.5,1,1.0,120.0,135.0,15.0,0.0,1,1,0.0154,0.9846
1794,0,c03121937e54a93fcc1825c3098bbb6e,PR,7,123,1043.0,402,7,0.02,1.0,5.0,7,1.0,149.0,171.14,22.14,0.0,3,0,0.701,0.299
1795,0,"""238fac594e170b59c6d228f5a4f4f1d9""",SP,29,14,3126.0,317,27,0.09,1.07,4.1,30,1.03,107.79,156.97,49.17,0.13,3,0,0.8861,0.1139
1796,1,e59e489e2ea74bd409b798b5daf49de3,PR,3,124,495.0,239,3,0.01,1.0,2.5,5,1.67,165.0,194.33,29.33,0.0,0,1,0.0717,0.9283
1797,0,a5cba26a62b8b4d0145b68b841e62e7f,PR,53,14,14441.0,395,46,0.12,1.15,4.65,54,1.02,272.47,297.96,25.49,0.02,2,0,0.8547,0.1453
1798,0,"""17ca9b9e9b9ef8fdb529001b49ebb50f""",MG,115,13,9654.0,407,98,0.24,1.17,4.14,128,1.11,83.95,104.37,20.42,0.02,3,0,0.9212,0.0788
1799,1,c9a06ece156bb057372c68718ec8909b,DF,11,596,3849.0,101,7,0.07,1.57,3.6,11,1.0,349.91,389.27,39.36,0.0,0,1,0.2817,0.7183
1800,1,"""0015a82c2db000af6aaaf3ae2ecb0532""",SP,3,320,2685.0,22,3,0.14,1.0,5.0,3,1.0,895.0,916.0,21.0,0.0,6,1,0.0285,0.9715
1801,1,"""7586919161935337bf6b6d7ff5779648""",RJ,11,165,1667.0,265,11,0.04,1.0,2.6,18,1.64,151.55,181.55,30.0,0.11,3,0,0.5182,0.4818
1802,1,"""6b89abe95848c850399130d149a39b63""",GO,8,142,1136.0,59,6,0.1,1.33,1.0,8,1.0,142.0,183.12,41.12,0.0,3,1,0.3266,0.6734
1803,0,edf96ef93ed595084bbcbd9224bd2894,SP,25,18,3757.0,553,24,0.04,1.04,3.75,28,1.12,150.28,174.64,24.36,0.11,3,0,0.9487,0.0513
1804,0,"""744dac408745240a2c2528fb1b6028f3""",PR,78,20,22323.0,480,70,0.15,1.11,4.79,83,1.06,286.19,310.17,23.97,0.01,3,0,0.9474,0.0526
1805,1,f626e15b7314c267e4429010866f70e9,SP,5,34,195.0,158,5,0.03,1.0,2.5,7,1.4,39.0,63.8,24.8,0.0,3,0,0.6407,0.3593
1806,1,cb9fb4ca75d7ba8437480e8dde64fe98,SP,10,327,533.0,127,10,0.08,1.0,4.5,10,1.0,53.3,70.7,17.4,0.0,3,0,0.5821,0.4179
1807,0,"""1b7e5006cb25dd23ce8686691013b121""",SP,11,31,2637.0,308,11,0.04,1.0,4.4,11,1.0,239.73,253.27,13.55,0.18,0,1,0.2655,0.7345
1808,1,"""63b9ae557efed31d1f7687917d248a8d""",SP,5,566,140.0,132,4,0.03,1.25,5.0,7,1.4,28.0,48.8,20.8,0.0,0,1,0.3454,0.6546
1809,1,"""6e4f5ff6b086632ba8dcb558fb10249e""",RS,5,46,839.0,143,5,0.03,1.0,3.67,5,1.0,167.8,210.6,42.8,0.0,4,0,0.6656,0.3344
1810,0,"""1430239a858e7682bbc43b20758af153""",SP,17,13,636.0,365,17,0.05,1.0,4.29,22,1.29,37.41,52.47,15.06,0.0,4,0,0.7236,0.2764
1811,1,"""73da1880b39c71de2b262bc7720c1494""",SP,2,235,398.0,168,2,0.01,1.0,5.0,2,1.0,199.0,222.5,23.5,0.0,5,1,0.3388,0.6612
1812,1,"""1cbdc7cf130a41fd13a3c2a7d2fcfda7""",MG,2,60,166.0,60,2,0.03,1.0,5.0,2,1.0,83.0,112.5,29.5,0.0,3,1,0.371,0.629
1813,0,"""0bf0150d5b9d60d9cd2906003332f085""",SP,39,48,5779.0,517,36,0.07,1.08,2.91,62,1.59,148.18,176.18,28.0,0.19,1,0,0.9383,0.0617
1814,1,b6f52e346160519c24a23af05410ad32,SP,1,130,130.0,1,1,1.0,1.0,4.0,1,1.0,130.0,143.0,13.0,0.0,6,1,0.0158,0.9842
1815,0,"""624f4ece8da4aafb77699233d480f8ef""",SP,52,14,9046.0,686,49,0.07,1.06,4.27,54,1.04,173.96,206.83,32.87,0.07,1,0,0.9247,0.0753
1816,1,fb8904a8ea99f8831b64ce27db2c1765,SP,2,281,278.0,15,2,0.13,1.0,5.0,2,1.0,139.0,151.0,12.0,0.5,3,1,0.0273,0.9727
1817,0,bf100ecb7997df312b285358fb32f92c,PR,20,211,1994.0,376,18,0.05,1.11,4.5,21,1.05,99.7,116.95,17.25,0.0,3,0,0.7659,0.2341
1818,1,f593898ec748b7a8cb81fc04edafd98a,SP,19,207,2587.0,145,19,0.13,1.0,2.88,22,1.16,136.16,172.21,36.05,0.18,6,0,0.627,0.373
1819,1,ad14615bdd492b01b0d97922e87cb87f,SC,1,570,8.0,1,1,1.0,1.0,5.0,1,1.0,8.0,19.0,11.0,0.0,4,1,0.013,0.987
1820,1,bce6a5ecf98e99fd2a8868b15c51f04b,SP,14,12,3465.0,82,11,0.13,1.27,5.0,15,1.07,247.5,264.71,17.21,0.2,3,0,0.6918,0.3082
1821,1,de0c78824586e9a5f5f04fd84e25df39,SP,14,31,2491.0,118,12,0.1,1.17,3.4,16,1.14,177.93,192.86,14.93,0.0,4,0,0.6732,0.3268
1822,0,e63e8bfa530fb16910dd6956e592bb81,SP,41,6,1287.0,387,39,0.1,1.05,4.53,42,1.02,31.39,47.2,15.8,0.05,3,0,0.8243,0.1757
1823,1,b5bb2b985208834bd5bd86c7a402bbad,RS,2,132,622.0,84,2,0.02,1.0,5.0,2,1.0,311.0,330.5,19.5,0.0,4,1,0.4298,0.5702
1824,1,c54679b132454625907c773d273d4126,SP,7,37,1032.0,124,7,0.06,1.0,5.0,8,1.14,147.43,163.0,15.57,0.0,4,0,0.5083,0.4917
1825,0,"""79ed755314cfe6df0daef2c6cd3022cd""",SP,23,26,3910.0,531,21,0.04,1.1,4.56,25,1.09,170.0,189.96,19.96,0.0,4,0,0.9418,0.0582
1826,0,"""373ee4a3a775a733770ca3f790b8b9ac""",RJ,13,118,2183.0,457,13,0.03,1.0,4.0,23,1.77,167.92,191.15,23.23,0.09,0,1,0.3298,0.6702
1827,1,"""7c462184585ae80bd6e5774c62ce50f2""",SP,1,119,60.0,1,1,1.0,1.0,2.5,2,2.0,60.0,78.0,18.0,1.0,-10,1,0.012,0.988
1828,1,"""77fccaae319668a8ab6cd0fd16aec48c""",RJ,11,32,1667.0,80,7,0.09,1.57,5.0,12,1.09,151.55,171.55,20.0,0.0,3,0,0.7622,0.2378
1829,1,c161d1327ebc3a156c09582ab2f59f6c,SP,2,273,36.0,123,2,0.02,1.0,4.0,2,1.0,18.0,26.0,8.0,0.0,2,1,0.1835,0.8165
1830,0,"""76c47a299e4a8fe992316a85865acbe9""",SP,6,78,1026.0,360,6,0.02,1.0,5.0,10,1.67,171.0,207.83,36.83,0.2,3,0,0.6369,0.3631
1831,1,"""79a679c36c08d606b3fd47ead9de109b""",SP,3,123,935.0,63,3,0.05,1.0,1.0,7,2.33,311.67,357.0,45.33,0.14,1,1,0.1674,0.8326
1832,1,"""25e47381a6c510ddeb36084e33b89f0c""",SP,16,431,1291.0,45,13,0.29,1.23,4.33,17,1.06,80.69,98.38,17.69,0.0,2,1,0.1079,0.8921
1833,1,"""72146da5774cabf2632faedcae097a76""",PR,4,116,201.0,94,4,0.04,1.0,4.33,6,1.5,50.25,77.5,27.25,0.17,4,1,0.3795,0.6205
1834,1,f9bbdd976532d50b7816d285a22bd01e,SP,2,354,268.0,113,2,0.02,1.0,2.5,2,1.0,134.0,149.0,15.0,0.0,21445,1,0.2138,0.7862
1835,1,"""809413606dbfe5deefd2db646693ef67""",SP,3,118,198.0,183,3,0.02,1.0,4.0,5,1.67,66.0,82.33,16.33,0.0,2,1,0.4867,0.5133
1836,1,"""791cfcfe22fe4a771ece27f90017da92""",SP,1,446,298.0,1,1,1.0,1.0,1.0,1,1.0,298.0,316.0,18.0,1.0,1,1,0.0123,0.9877
1837,0,dbc22125167c298ef99da25668e1011f,MG,394,11,32872.0,502,238,0.47,1.66,4.24,417,1.06,83.43,103.09,19.66,0.02,4,0,0.9507,0.0493
1838,2,ba90964cff9b9e0e6f32b23b82465f7b,SP,38,19,44213.0,172,36,0.21,1.06,4.56,38,1.0,1163.5,1197.95,34.45,0.05,3,0,0.8871,0.1129
1839,1,d1ef48b38baca7e831711c4a0aeb398f,PR,28,40,1443.0,153,27,0.18,1.04,4.43,34,1.21,51.54,74.61,23.07,0.12,3,0,0.7782,0.2218
1840,1,"""417a1e6c7321084d2a0ae0d023cfad93""",RS,1,215,49.0,1,1,1.0,1.0,2.5,1,1.0,49.0,61.0,12.0,0.0,4,1,0.0135,0.9865
1841,1,cda598c48d7c614bc1cad7d8ff6f0010,SP,17,19,1120.0,152,15,0.1,1.13,3.56,18,1.06,65.88,83.53,17.65,0.0,4,0,0.7418,0.2582
1842,1,f4c4daa86e30c7e5a553a8d518ac03a5,PR,18,294,5986.0,238,18,0.08,1.0,4.43,18,1.0,332.56,351.56,19.0,0.06,1,0,0.6141,0.3859
1843,1,"""3c3017960b2dbd72711a61f0400aab8f""",SC,9,516,880.0,65,8,0.12,1.12,3.0,9,1.0,97.78,123.11,25.33,0.0,3,1,0.3378,0.6622
1844,1,"""2cb4700db635baa1c0d4f90ed27b6669""",PR,2,534,200.0,4,2,0.5,1.0,3.0,2,1.0,100.0,114.0,14.0,0.0,13,1,0.0162,0.9838
1845,1,ffc470761de7d0232558ba5e786e57b7,SP,27,13,1531.0,183,25,0.14,1.08,4.46,30,1.11,56.7,72.22,15.52,0.07,3,0,0.7182,0.2818
1846,1,"""0a85ebe4e328db81ac9109781205e2f7""",SP,12,10,668.0,105,12,0.11,1.0,3.0,12,1.0,55.67,67.17,11.5,0.08,2,0,0.6724,0.3276
1847,1,"""00d8b143d12632bad99c0ad66ad52825""",MG,1,166,86.0,1,1,1.0,1.0,2.5,1,1.0,86.0,137.0,51.0,0.0,4,1,0.0223,0.9777
1848,0,"""6c12e40690c335dbc2f68a4134d30dc1""",PR,16,27,9140.0,532,16,0.03,1.0,4.0,18,1.12,571.25,601.5,30.25,0.0,3,0,0.9369,0.0631
1849,1,"""081acf3de680d554796c9cf041be7bc2""",MG,4,102,1600.0,179,4,0.02,1.0,2.5,8,2.0,400.0,451.5,51.5,0.12,1,1,0.3295,0.6705
1850,0,"""7d76b645482be4a332374e8223836592""",SP,172,18,3772.0,385,127,0.33,1.35,4.2,183,1.06,21.93,36.6,14.67,0.11,2,0,0.9182,0.0818
1851,1,"""1b1ae47a313a825a7ccceb8e2e30fa9d""",PR,10,119,2185.0,216,9,0.04,1.11,4.43,10,1.0,218.5,241.7,23.2,0.0,2,0,0.6489,0.3511
1852,1,"""427165bf50f8ca07efc7bdc2bfcf1688""",SP,5,129,1604.0,23,5,0.22,1.0,3.0,5,1.0,320.8,338.6,17.8,0.6,6,1,0.0239,0.9761
1853,1,"""516e7738bd8f735ac19a010ee5450d8d""",RJ,74,10,6467.0,106,49,0.46,1.51,4.76,82,1.11,87.39,106.81,19.42,0.05,3,0,0.896,0.104
1854,0,"""870d0118f7a9d85960f29ad89d5d989a""",MG,45,7,3164.0,507,42,0.08,1.07,3.83,61,1.36,70.31,98.58,28.27,0.05,3,0,0.9694,0.0306
1855,1,"""52f0fe436a347ddad7ed5f9aa4e27eaa""",SP,19,104,1452.0,120,18,0.15,1.06,3.0,21,1.11,76.42,99.42,23.0,0.14,3,0,0.7412,0.2588
1856,1,d9e7e7778b32987280a6f2cb9a39c57d,SP,11,87,725.0,150,11,0.07,1.0,2.71,13,1.18,65.91,89.82,23.91,0.31,1,0,0.6239,0.3761
1857,1,"""167fd940acebc789debd6eb418c46e38""",SP,5,90,1078.0,187,5,0.03,1.0,3.0,5,1.0,215.6,235.4,19.8,0.2,2,0,0.563,0.437
1858,0,"""325f3178fb58e2a9778334621eecdbf9""",SP,36,217,987.0,327,34,0.1,1.06,4.64,46,1.28,27.42,40.19,12.78,0.0,4,0,0.5743,0.4257
1859,1,"""9853a239ab7b7ebbdc3a21248d5b8e1f""",PR,4,279,242.0,217,4,0.02,1.0,4.0,4,1.0,60.5,77.5,17.0,0.25,0,1,0.1849,0.8151
1860,1,"""65b081a070633e057c462abdd6fb9dd8""",GO,19,119,1886.0,192,17,0.09,1.12,4.4,20,1.05,99.26,122.47,23.21,0.0,3,0,0.7885,0.2115
1861,1,"""7f02656561b680def9986c0795a8a080""",SP,1,377,42.0,1,1,1.0,1.0,5.0,1,1.0,42.0,54.0,12.0,0.0,4,1,0.013,0.987
1862,1,"""382229d1e840115ffe3dbf5ff460e417""",RJ,45,14,4041.0,129,35,0.27,1.29,4.47,48,1.07,89.8,108.62,18.82,0.1,2,0,0.8363,0.1637
1863,1,c3251e13f1bbda6c74e37c160f991e19,SP,2,465,438.0,70,2,0.03,1.0,5.0,2,1.0,219.0,256.5,37.5,0.0,16,1,0.3265,0.6735
1864,2,"""1d0997ff06b524ce9289ffd75114ecd3""",PE,3,283,3747.0,302,3,0.01,1.0,5.0,3,1.0,1249.0,1291.33,42.33,0.33,1,1,0.1996,0.8004
1865,1,"""740205fedfe4e90ca6857bc77db0f2b4""",SP,1,563,230.0,1,1,1.0,1.0,5.0,1,1.0,230.0,252.0,22.0,0.0,5,1,0.0186,0.9814
1866,1,"""0d4c8269e7f0401201794deef160edd6""",SP,3,300,793.0,22,3,0.14,1.0,5.0,4,1.33,264.33,297.33,33.0,0.0,3,1,0.0534,0.9466
1867,1,b1a81260566c1bac3114a6d124413f27,RS,51,17,8690.0,160,39,0.24,1.31,4.11,54,1.06,170.39,200.94,30.55,0.02,2,0,0.8837,0.1163
1868,1,aa762680c40618316a896838866140ea,PR,3,111,261.0,39,3,0.08,1.0,2.5,3,1.0,87.0,107.67,20.67,0.33,4,1,0.0752,0.9248
1869,1,"""13e85aac53340018b40c2af68001b7e0""",SP,1,692,18.0,1,1,1.0,1.0,2.5,1,1.0,18.0,32.0,14.0,0.0,-6,1,0.0082,0.9918
1870,0,d1b9d4be4b6f9ebd85f8acd6745ba612,MG,11,11,1154.0,317,11,0.03,1.0,4.0,11,1.0,104.91,122.55,17.64,0.0,4,0,0.7333,0.2667
1871,0,"""4830e40640734fc1c52cd21127c341d4""",SP,204,7,9522.0,399,139,0.35,1.47,4.41,213,1.04,46.68,61.43,14.75,0.07,3,0,0.895,0.105
1872,0,"""9198786624eaeb375793215cad26cfa6""",SC,8,131,855.0,446,8,0.02,1.0,4.6,9,1.12,106.88,131.75,24.88,0.0,1,1,0.3074,0.6926
1873,1,"""994f04b3718c2bab35c2adfa8afecd2a""",SP,47,46,3295.0,249,44,0.18,1.07,4.15,55,1.17,70.11,86.09,15.98,0.07,2,0,0.8193,0.1807
1874,1,e601b04acf48b4576e73ddca9481f0dc,SP,15,7,490.0,137,12,0.09,1.25,3.86,16,1.07,32.67,46.53,13.87,0.0,3,0,0.7375,0.2625
1875,1,f114dca2828bf718548db175ebe2cfcd,PR,1,240,139.0,1,1,1.0,1.0,2.5,1,1.0,139.0,153.0,14.0,0.0,7,1,0.0199,0.9801
1876,1,a35ef466c6fd6d052f5d241240d3c5e2,RS,3,338,570.0,47,3,0.06,1.0,4.67,3,1.0,190.0,216.67,26.67,0.0,5,1,0.0961,0.9039
1877,1,ce33c6211beaa8fef4cae8b52db39862,SP,1,566,49.0,1,1,1.0,1.0,2.5,1,1.0,49.0,64.0,15.0,0.0,1,1,0.0119,0.9881
1878,1,b416191c9813d821a295cfabafff4161,SP,2,383,118.0,15,2,0.13,1.0,2.5,2,1.0,59.0,75.0,16.0,0.0,5,1,0.029,0.971
1879,1,da7039f29f90ce5b4846ffc0fcc93beb,SP,17,16,1262.0,117,14,0.12,1.21,4.56,18,1.06,74.24,88.47,14.24,0.06,3,0,0.7272,0.2728
1880,1,"""0cab2da43793a6f3c5ed8514c5f54627""",PR,3,37,310.0,79,3,0.04,1.0,5.0,3,1.0,103.33,122.33,19.0,0.0,9,1,0.3561,0.6439
1881,1,"""3a4127e1ba7208ea37044c5092aae170""",SP,5,52,1843.0,86,5,0.06,1.0,3.75,5,1.0,368.6,384.8,16.2,0.0,4,0,0.5031,0.4969
1882,0,bba3293d6f5d5af2f415e004e8b93ae3,SP,17,73,11703.0,294,13,0.04,1.31,4.78,17,1.0,688.41,707.53,19.12,0.06,3,0,0.8,0.2
1883,1,"""45213867cefbf2cd4c6177e10216a951""",SP,14,326,4959.0,258,14,0.05,1.0,3.0,14,1.0,354.21,385.29,31.07,0.14,3,0,0.7523,0.2477
1884,1,"""272f092de69afedd4d2969440b37f18f""",SP,25,323,1849.0,253,21,0.08,1.19,3.82,39,1.56,73.96,95.16,21.2,0.0,2,0,0.567,0.433
1885,0,"""09f952a5f58d2285b0372551ae8f9b01""",SP,50,9,11821.0,345,48,0.14,1.04,3.94,56,1.12,236.42,266.94,30.52,0.05,2,0,0.8291,0.1709
1886,0,b76dba6c951ab00dc4edf0a1aa88037e,SP,157,7,2551.0,595,125,0.21,1.26,4.02,167,1.06,16.25,30.83,14.58,0.03,4,0,0.9735,0.0265
1887,1,"""2f09f7d37a97956d11cc1a7cadd5262b""",SP,7,366,625.0,208,6,0.03,1.17,3.8,8,1.14,89.29,107.43,18.14,0.12,1,1,0.4297,0.5703
1888,1,"""3b18f9856c6eb2413eafedb58e9eecd9""",SP,1,143,315.0,1,1,1.0,1.0,2.5,1,1.0,315.0,335.0,20.0,0.0,3,1,0.0206,0.9794
1889,1,"""0e72c1a751b496722a6cb1f10653b62a""",SP,3,35,141.0,81,3,0.04,1.0,2.5,3,1.0,47.0,64.0,17.0,0.0,5,0,0.5529,0.4471
1890,1,"""3c03b12bab54d8b37d79d914bfdb1aa0""",RJ,37,10,4243.0,245,33,0.13,1.12,4.18,43,1.16,114.68,133.08,18.41,0.16,3,0,0.6735,0.3265
1891,0,bd23da7354813347129d751591d1a6e2,SP,86,17,9713.0,397,70,0.18,1.23,4.24,87,1.01,112.94,129.0,16.06,0.05,3,0,0.9179,0.0821
1892,1,"""615005a3ef192c00c6f0e977cee3d2bc""",SP,10,250,283.0,133,8,0.06,1.25,5.0,11,1.1,28.3,43.8,15.5,0.18,4,0,0.5742,0.4258
1893,0,"""9d489893ff6af05029671b785f54b998""",SP,5,10,299.0,428,5,0.01,1.0,5.0,6,1.2,59.8,80.4,20.6,0.17,3,0,0.6687,0.3313
1894,1,"""432c67955c0acd1fd6b0b5d678766a71""",SP,1,692,389.0,1,1,1.0,1.0,5.0,1,1.0,389.0,450.0,61.0,0.0,1,1,0.0199,0.9801
1895,1,"""4391ea5c5990502176a1dcda44a2373d""",RS,3,109,2349.0,215,3,0.01,1.0,4.0,5,1.67,783.0,828.0,45.0,0.0,4,1,0.3266,0.6734
1896,0,"""39c763cca83e654764b7a4a650fb9b7c""",GO,11,38,761.0,315,11,0.03,1.0,3.71,11,1.0,69.18,89.45,20.27,0.18,2,0,0.6613,0.3387
1897,1,c990d6cf976a5718aaedc539f383ab88,SP,8,226,184.0,107,7,0.07,1.14,4.0,9,1.12,23.0,37.5,14.5,0.44,-7,1,0.168,0.832
1898,1,c6a7539d424a8402232c2228d7a03c5e,SP,10,104,615.0,259,10,0.04,1.0,2.5,15,1.5,61.5,100.8,39.3,0.07,2,0,0.5493,0.4507
1899,1,bb5d956dece964a06c12bceb66b923ae,RJ,2,196,1278.0,29,2,0.07,1.0,5.0,2,1.0,639.0,664.0,25.0,0.0,2,1,0.0924,0.9076
1900,1,"""57df9869a600bd6b7c405f2a862eccfb""",MG,5,20,125.0,125,5,0.04,1.0,4.25,5,1.0,25.0,39.2,14.2,0.0,4,0,0.6108,0.3892
1901,1,c747d5b92c7648417faea95d36d763e8,CE,1,282,139.0,1,1,1.0,1.0,2.5,1,1.0,139.0,225.0,86.0,0.0,2,1,0.0408,0.9592
1902,1,"""7b3f6ce5c6c22e9b96e7581ebf0df6e1""",SP,1,268,30.0,1,1,1.0,1.0,2.5,1,1.0,30.0,43.0,13.0,0.0,1,1,0.0115,0.9885
1903,1,"""3968920b9aa752ab98f7d5888c9252f2""",SP,8,28,525.0,95,8,0.08,1.0,5.0,10,1.25,65.62,85.38,19.75,0.1,2,0,0.5683,0.4317
1904,0,"""077c5fae4bea9500e3737b16f71b9d3a""",SP,4,72,107.0,278,4,0.01,1.0,4.5,6,1.5,26.75,44.25,17.5,0.0,1,1,0.3043,0.6957
1905,0,"""2a261b5b644fa05f4f2700eb93544f2c""",SP,51,33,5355.0,289,45,0.16,1.13,4.16,82,1.61,105.0,144.96,39.96,0.22,3,1,0.4914,0.5086
1906,1,"""98f52e1020fe788c10c0418de4393fec""",RJ,1,390,22.0,1,1,1.0,1.0,2.5,1,1.0,22.0,37.0,15.0,0.0,4,1,0.013,0.987
1907,1,"""9ac4f14370b1e24ddc58be041b7f99df""",GO,5,60,315.0,130,5,0.04,1.0,3.0,5,1.0,63.0,87.4,24.4,0.0,3,0,0.6829,0.3171
1908,1,"""82cb9f452fe8334df74b22d37824b431""",RS,14,33,841.0,111,13,0.12,1.08,4.78,18,1.29,60.07,82.57,22.5,0.0,4,0,0.7717,0.2283
1909,1,"""0ee4fb99ac55ffbbc98795aa01b7f8fa""",SP,1,490,60.0,1,1,1.0,1.0,2.5,1,1.0,60.0,71.0,11.0,0.0,1,1,0.0119,0.9881
1910,1,"""0aa2205ca24f113f4658a5c536667426""",SP,4,20,816.0,118,4,0.03,1.0,5.0,11,2.75,204.0,246.75,42.75,0.0,6,0,0.5258,0.4742
1911,1,c4fabeea6e569d42d02993bb1f4f1cbc,CE,11,23,860.0,212,11,0.05,1.0,4.14,11,1.0,78.18,103.18,25.0,0.09,0,0,0.5422,0.4578
1912,1,"""8ff1a9df749e454105c55cda13e79143""",SP,13,72,1402.0,229,13,0.06,1.0,3.0,14,1.08,107.85,129.23,21.38,0.0,2,0,0.7414,0.2586
1913,0,"""2d2c62bef4c8ba0dd74e0e228e808539""",SP,16,11,3749.0,277,14,0.05,1.14,5.0,16,1.0,234.31,264.44,30.12,0.12,4,0,0.8339,0.1661
1914,1,adbe70ab2c97442046d393988c8d1d27,SP,5,326,290.0,36,5,0.14,1.0,5.0,5,1.0,58.0,70.8,12.8,0.0,4,1,0.0352,0.9648
1915,0,"""232a6014e7b10cba61c6c2b2ea6bb4b0""",SP,32,45,3823.0,532,30,0.06,1.07,4.12,35,1.09,119.47,156.94,37.47,0.06,4,0,0.9633,0.0367
1916,0,"""33cbda8716511e27e556dff9d8418bf2""",SC,5,90,508.0,433,5,0.01,1.0,5.0,6,1.2,101.6,123.4,21.8,0.0,4,0,0.7426,0.2574
1917,0,"""46ef1a25845fc051c2998d878354810c""",MG,5,17,251.0,339,5,0.01,1.0,4.25,5,1.0,50.2,70.0,19.8,0.2,4,0,0.6385,0.3615
1918,0,"""01c97ebb5cdac52891c0ed1c37ba0012""",SP,9,34,574.0,474,9,0.02,1.0,3.4,12,1.33,63.78,83.56,19.78,0.0,4,0,0.9153,0.0847
1919,1,"""570d4583587a5fe2d47c7be89b91ad27""",SP,2,425,125.0,6,2,0.33,1.0,2.5,2,1.0,62.5,74.5,12.0,0.0,3,1,0.0193,0.9807
1920,1,a5dd1946fb63ada8bcaa0c9cd8f11e22,PE,6,176,219.0,185,6,0.03,1.0,3.0,7,1.17,36.5,71.17,34.67,0.0,4,1,0.4743,0.5257
1921,1,"""70849ca4f400aaabb62cb7462a6f1428""",MG,12,14,910.0,250,11,0.04,1.09,5.0,12,1.0,75.83,95.33,19.5,0.17,2,0,0.7159,0.2841
1922,0,bd0389da23d89b726abf911cccc54596,DF,87,20,7479.0,520,74,0.14,1.18,4.42,90,1.03,85.97,104.97,19.0,0.08,4,0,0.9694,0.0306
